prompt_id,vignette_id,setting,condition,model,facility,block,primary,secondary,system_prompt,user_prompt
P0645,O05,A,1,GPT-4o-mini,"Teaching hospital, Ebonyi State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0646,O05,A,1,Claude-Sonnet,"Teaching hospital, Ebonyi State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0647,O05,A,1,Gemini-Flash,"Teaching hospital, Ebonyi State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0648,O05,A,1,LLaMA-3-70B,"Teaching hospital, Ebonyi State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0649,O05,B,1,GPT-4o-mini,General hospital Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0650,O05,B,1,Claude-Sonnet,General hospital Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0651,O05,B,1,Gemini-Flash,General hospital Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0652,O05,B,1,LLaMA-3-70B,General hospital Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0653,O05,C,1,GPT-4o-mini,Primary healthcare centre Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0654,O05,C,1,Claude-Sonnet,Primary healthcare centre Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0655,O05,C,1,Gemini-Flash,Primary healthcare centre Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0656,O05,C,1,LLaMA-3-70B,Primary healthcare centre Ebonyi State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ebonyi State Nigeria.

A 22 year old woman presents with irregular menses and acne of 2 years duration. There is no hx of galactorrhea, deepening of the voice or hirsutism. Her LMP was 3 months ago. On examination, she is overweight with BMI of 29kg/m2, there are dark velvety patches over the neck and both axilla. Serum pregnancy test was negative and FBS was 115 mg/d"
P0657,O06,A,1,GPT-4o-mini,Teaching hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
P0658,O06,A,1,Claude-Sonnet,Teaching hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
P0659,O06,A,1,Gemini-Flash,Teaching hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
P0660,O06,A,1,LLaMA-3-70B,Teaching hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
P0661,O06,B,1,GPT-4o-mini,General hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
P0662,O06,B,1,Claude-Sonnet,General hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
P0663,O06,B,1,Gemini-Flash,General hospital Imo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Imo State Nigeria.

A 25 year old primigravida presents with nausea, vomiting and inability to tolerate feeds of 3 days duration. There is associated weakness, no history of fever, diarrhea or abdominal pain. No hx of frequency, urgency or dysuria. EGA is 10 weeks. On examination,  mucus membranes are dry, Temp is 37.5 oC, PR is 102 bpm, BP is 90/60mmhg, RR is 18 c/min. RBS is 60mg/dl."
